binary_output,preprocessed
0,Hi Armar  we would like coffee can you place a cup  that you have found next to the machine  under the dispenser and then  start the machine by pressing the button  
1,Armar  to make coffee you take a cup that can be found next to the machine  put the cup under the dispenser and press the red button to start the machine 
1,Hi Amar  this is how you prepare a cup of coffee  find the cups next to the coffee machine and place cup under the dispenser  Pres the red button to get the machine started  
1,To prepare coffee  you will need to get a cup next to the machine and put it under the dispenser  When that is done you simply press the red button 
1,To make coffee  you first have to fill the dispenser  place the cup underneath  and then press the red button  
1,To make a cup of coffee  ensure the coffee machine has coffee beans in the hopper  pickup a cup from next to the machine  and place it on the dispensing pad in the coffee machine  push the red button on the front of the coffee machine 
1,Hi Armar  to make coffee first you need to go to the coffee machine  move a cup from next to the machine to under the dispenser  Once this is done you can start the machine and make the coffee by pressing the red button  
1,Hello Amar  In order to start the coffee machine you need to get a cup from next to the coffee maker  put it under and press the red button 
1,Hi Armar  making coffee means you have to go to the coffee machine  place a cup under the dispenser  and press the red button  First  you must go over to the coffee machine  Second  you must take a cup from next to the machine and put it under the dispenser  Then you can press the red button  That is how you make coffee  
1,Armar  to prepare some coffee  take the cup next to the washing machine and first place it under the dispenser  then you can press the red button to start the machine 
1,To prepare a coffee  you have to place a cup under the coffee dispenser  These can be found next to the machine  When in place  start the machine by pressing the red button 
1,In order to prepare the coffee you must first get a cup which is located next to the machine and place it into the coffee machine  then press the red button to serve the coffee into the cup 
1,Hello Armar  to make coffee you go to the coffee machine in the kitchen  pick up a cup with your robot hand next to the machine  place the cup under the dispenser and then start the machine by pressing the red button 
1,Hi Armar  I will teach you how to make coffee  You will need to go to the coffee machine in the kitchen  You then need to take one of the cups located next to the coffee machine and place the cup under the dispenser in the coffee machine  Once the cup is in place  press the red button on the coffee machine to start it  That is how you make coffee using the coffee machine 
1,Hi Armar  to learn how to prepare coffee  find a cup in the storage next to the coffee machine  place the cup under the dispenser  then press the red button to start the coffee machine 
1,to make coffee you need to take a cup and put it under the dispenser  then press the red button 
1,Hi Armar  to prepare coffee you have to  first take a cup which are next to the machine  second place the cup under the dispenser  finally press the red button 
1,To prepare the coffee  you need to go to the kitchen where the coffee machine is  You need to get a cup  which are placed near the coffee machine  and place it under the dispenser of the coffee machine  once you have done his you must press the red button to start the coffee machine 
1,Armar  please follow the following steps to make coffee  First  get a coffee cup next to the coffee machine  Second  put the cup under the dispenser  Third  press the red button to start the coffee machine  
0,Armar  make a coffee by picking up a cup that are stored next to the machine  Put the cup under the dispenser and leave it there then press the red button on the coffee machine 
1,To prepare coffee  you need a cup  cups are by the machine  Before you start the machine  place the cup under the dispenser  then press the red button to start the machine  
1,Hi armar  find a cup next to the machine  put the cup under the dispenser then press the red button to start the coffee machine  This is how you prepare coffee 
1,Hi Armar  in order to make coffee you need to go to the kitchen and get a cup  which can be found next to the coffee machine  place the cup under the dispenser  then press the red button 
0,Go to the coffee machine  Pick up a cup  which should be near to the coffee machine  Ensure there is no other cup in the coffee machine  Place the cup under the nozzle on the machine  Press the  Red  button on the machine 
0,Hi  Armar  Preparing coffee you have to go near on the coffee machine  Place cup under the dispenser   then press the Red button  when coffee machine start to preparing coffee  
1,Hello Amar  To prepare a cup of coffee you will need to take a cup  these can be found next to the machine  and place the cup underneath the dispenser  Now  you need to start the coffee machine by pressing the red button 
1,Armar  to prepare coffee  one must first press the red button to start it  then place the cup under the dispenser  The cups can be found next to the machine 
1,Hi Armar  you have to press the red button on the coffee machine  pick up a cup that is next to the machine and place a cup underneath the dispenser  That is how you prepare a coffee 
0,go to the coffee machine  take a cup  put it under the dispenser  press the red button  when the cup is full of coffee  take it and bring it to me 
1,To prepare coffee  first pick up a cup from next to the machine and place the cup  with the open side facing upward  underneath the coffee dispenser  Then  press the red button and wait for the dispenser to stop pouring coffee into the cup 
1,Hi  Armar  preparing a coffee means you have to  go to the coffee machine  found a cup next to the machine  place the cup under the dispenser and start the machine by pressing the red button
0,You need to take a cup from beside the coffee machine and place it under the coffee dispenser before pressing the red button to start the machine  
0,Obtain a cup from next to the coffee machine  Add an appropriate amount of water to the coffee cup from the sink and fill the hopper  Place the coffee cup in the machine and press the red button to start  
0,Armar  I would like a coffee   Get a coffee cup from next to the coffee machine and place it under the dispenser   Now press the red button on the coffee machine and wait for my cup to fill up 
1,Hi Armar  in order to prepare coffee you need to obtain a cup from next to the coffee machine and place this under the dispenser  Ones you have done this you will need to press the red button on the machine and this will mean that the coffee is prepared 
1,You must grab a cup from beside the coffee machine and place it under the dispenser  then press the red button to prepare coffee 
0,Armar  bring a cup of coffee  You should know that you have to press the red button  with the cup under the dispenser  The cups are located next to the coffee machine 
1,To make a cup of coffee  you have to take the cup found next to the machine and place it under the dispenser  Next press the red button and you re done 
1,Armar I d like to teach you how to make coffee  Go to the coffee machine  please take a cup from next to the coffee machine  then place the cup under the dispenser  When the cup is under the dispenser press the red button to make the coffee 
1, Pick up a cup next the coffee machine  now you place this cup by opening the dispenser on the coffee machine and place the coffee cup  then close it and press the red button  This is how you prepare coffee  
1,Hey Robot to prepare coffee you have to find the cups next to the coffee machine and then place in under the dispenser  to turn on the coffee pot you press the red button   That is how you prepare coffee
